Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-UDP_Flood
4.8,17,64.0,9950.899169632266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,10532,362,1514,1053.2,594.8902419774593,1053.2,0.0001004934310913,10,353894.4,DDoS-UDP_Fragmentation
4.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,9380,362,1514,938.0,607.1573107523288,938.0,0.0,10,368640.0,DDoS-UDP_Fragmentation
22.4,6,64.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.0,9,3,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,618,60,66,61.8,2.898275349237888,61.8,0.0,10,8.4,DDoS-SlowLoris
20.0,6,64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-RSTFINFlood
0.0,1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9380,362,1514,938.0,607.1573107523288,938.0,0.0,10,368640.0,DDoS-ICMP_Fragmentation
4.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,9380,362,1514,938.0,607.1573107523288,938.0,0.0,10,368640.0,DDoS-UDP_Fragmentation
23.6,6,100.3,0.0,0.1,0.0,0.5,0.2,0.9,0.0,0.0,9,0,1,5,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,912,60,230,91.2,55.75302682366223,91.2,0.0,10,3108.4,DDoS-SlowLoris
10.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9440,374,1514,944.0,600.832755431992,944.0,0.0,10,361000.0,DDoS-ACK_Fragmentation
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5540,554,554,554.0,0.0,554.0,0.0,10,0.0,Mirai-udpplain
4.0,1,62.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.0,1.0,614,60,74,61.4,4.427188724235732,61.4,0.0,10,19.600000000000005,DDoS-ICMP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-TCP_Flood
20.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-SYN_Flood
20.8,6,158.5,0.0,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1636,66,230,163.6,71.10430522986792,163.6,0.0,10,5055.822222222222,Recon-OSScan
0.0,47,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5780,578,578,578.0,0.0,578.0,0.0,10,0.0,Mirai-greip_flood
10.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9440,374,1514,944.0,600.832755431992,944.0,0.0,10,361000.0,DDoS-ACK_Fragmentation
0.0,47,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5920,592,592,592.0,0.0,592.0,0.0,10,0.0,Mirai-greeth_flood
40.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740,74,74,74.0,0.0,74.0,0.0,10,0.0,DDoS-HTTP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-PSHACK_Flood
52.0,6,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,860,86,86,86.0,0.0,86.0,0.0,10,0.0,MITM-ArpSpoofing
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5540,554,554,554.0,0.0,554.0,0.0,10,0.0,Mirai-udpplain
20.0,6,64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-RSTFINFlood
4.0,17,64.0,6544.396941800593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,9380,362,1514,938.0,607.1573107523288,938.0,0.0001528024673461,10,368640.0,DDoS-UDP_Fragmentation
0.0,47,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5920,592,592,592.0,0.0,592.0,0.0,10,0.0,Mirai-greeth_flood
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-UDP_Flood
20.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-SynonymousIP_Flood
10.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9440,374,1514,944.0,600.832755431992,944.0,0.0,10,361000.0,DDoS-ACK_Fragmentation
29.6,6,62.2,9988.816384853537,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6566,66,4434,656.6,1402.2261824208913,656.6,0.0001001119613647,10,1966238.2666666664,Recon-PingSweep
25.6,6,63.6,0.0,0.0,0.3,0.0,0.2,0.9,0.0,0.0,9,3,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,809,60,222,80.9,49.89422144230065,80.9,0.0,10,2489.4333333333334,DDoS-SlowLoris
20.0,6,64.0,10019.837553750598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,9.980201721191408e-05,10,0.0,DDoS-SYN_Flood
20.0,6,64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-RSTFINFlood
24.0,6,50.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,Recon-PortScan
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-UDP_Flood
36.8,6,118.9,0.0,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,9284,50,2922,928.4,1375.7418362469027,928.4,0.0,10,1892665.6,MITM-ArpSpoofing
51.6,6,118.9,10010.272076372315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5140,94,1494,514.0,676.2642481555072,514.0,9.989738464355467e-05,10,457333.3333333333,MITM-ArpSpoofing
0.0,1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-ICMP_Flood
20.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-SYN_Flood
20.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-SynonymousIP_Flood
10.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9440,374,1514,944.0,600.832755431992,944.0,0.0,10,361000.0,DDoS-ACK_Fragmentation
20.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-SYN_Flood
0.0,1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-ICMP_Flood
18.8,6,100.1,0.0,0.2,0.3,0.0,0.0,0.3,0.0,0.0,3,3,2,0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,881,60,230,88.1,52.02232426778164,88.1,0.0,10,2706.3222222222225,Recon-HostDiscovery
15.2,6,119.4,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,1.0,1.0,2261,66,373,226.1,127.23421098291313,226.1,0.0,10,16188.544444444447,Benign_Final
0.0,47,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5780,578,578,578.0,0.0,578.0,0.0,10,0.0,Mirai-greip_flood
8.8,17,87.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,740,50,230,74.0,55.06359959174482,74.0,0.0,10,3032.0,DNS_Spoofing
0.0,47,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5780,578,578,578.0,0.0,578.0,0.0,10,0.0,Mirai-greip_flood
32.0,6,64.0,0.0,0.1,0.0,0.0,0.6,1.0,0.0,0.0,10,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19931,513,2962,1993.1,887.7843143967395,1993.1,0.0,10,788160.988888889,DoS-HTTP_Flood
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5540,554,554,554.0,0.0,554.0,0.0,10,0.0,Mirai-udpplain
24.0,6,49.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,Recon-PortScan
22.8,6,71.6,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.0,3,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,Recon-HostDiscovery
4.0,1,62.6,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.0,1.0,7940,74,1514,794.0,625.8434308994542,794.0,0.0,10,391680.0,DDoS-ICMP_Fragmentation
28.0,6,65.9,0.0,0.2,0.1,0.0,0.3,0.7,0.0,0.0,7,1,2,0,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1089,66,441,108.9,116.87738114033112,108.9,0.0,10,13660.322222222225,Recon-OSScan
24.0,6,64.0,0.0,0.0,0.2,0.0,0.5,0.8,0.0,0.0,8,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1144,60,222,114.4,74.52098884057952,114.4,0.0,10,5553.377777777777,DDoS-SlowLoris
20.0,6,64.0,12610.65544197234,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,7.929801940917969e-05,10,0.0,DDoS-RSTFINFlood
27.2,6,101.2,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,17619,214,5858,1761.9,1679.9528068768282,1761.9,0.0,10,2822241.4333333336,Benign_Final
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-TCP_Flood
3.2,47,74.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.9,0.9,4781,60,578,478.1,210.7881769823809,478.1,0.0,10,44431.65555555556,Mirai-greip_flood
24.0,6,44.9,13569.407958589452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,7.369518280029297e-05,10,0.0,Recon-OSScan
0.0,1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9380,362,1514,938.0,607.1573107523288,938.0,0.0,10,368640.0,DDoS-ICMP_Fragmentation
6.4,17,61.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,1.0,1.0,7654,60,1514,765.4,653.7318852387252,765.4,0.0001020908355712,10,427365.3777777778,DDoS-UDP_Fragmentation
20.0,6,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-PSHACK_Flood
32.0,6,210.4,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,10,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23797,66,2922,2379.7,1145.2962789892697,2379.7,0.0,10,1311703.566666667,MITM-ArpSpoofing
24.0,6,53.6,0.0,0.1,0.0,0.0,0.3,0.7,0.0,0.0,7,0,1,0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1454,60,583,145.4,172.46075237894306,145.4,0.0,10,29742.711111111115,Recon-PingSweep
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-UDP_Flood
9.6,1,161.5,0.0,0.1,0.0,0.0,0.2,0.3,0.0,0.0,3,0,1,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.4,0.0,1.0,1.0,1657,60,883,165.7,254.4087044283054,165.7,0.0,10,64723.78888888887,DoS-UDP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-TCP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-TCP_Flood
27.2,6,64.0,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.0,6,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8269,60,2962,826.9,1002.321355653964,826.9,0.0,10,1004648.1,DoS-HTTP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-PSHACK_Flood
32.0,6,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0,10,0.0,DDoS-HTTP_Flood
0.0,47,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5920,592,592,592.0,0.0,592.0,0.0,10,0.0,Mirai-greeth_flood
20.0,6,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-SynonymousIP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-TCP_Flood
32.0,6,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,1514,1514,1514.0,0.0,1514.0,0.0,10,0.0,Benign_Final
33.6,6,64.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,10,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2124,66,1514,212.4,457.3477160031887,212.4,0.0,10,209166.9333333333,DoS-HTTP_Flood
32.0,6,247.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24936,1494,2922,2493.6,689.7895331186173,2493.6,0.0,10,475809.6,MITM-ArpSpoofing
10.4,17,99.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,1930,66,230,193.0,45.90085934804368,193.0,0.0,10,2106.8888888888887,Recon-PortScan
0.0,1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9380,362,1514,938.0,607.1573107523288,938.0,0.0,10,368640.0,DDoS-ICMP_Fragmentation
0.0,1,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-ICMP_Flood
40.0,6,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,740,74,74,74.0,0.0,74.0,0.0,10,0.0,DDoS-HTTP_Flood
0.8,0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.1,0.1,770,60,230,77.0,53.75872022286245,77.0,0.0,10,2890.0,Recon-PingSweep
34.4,6,64.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10678,66,2962,1067.8,971.8359257954332,1067.8,0.0,10,944465.0666666668,DoS-HTTP_Flood
23.2,6,107.2,0.0,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6,1,1,0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1371,66,262,137.1,81.99247932991578,137.1,0.0,10,6722.766666666666,VulnerabilityScan
8.0,17,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-UDP_Flood
7.2,0,56.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0,0.6,0.6,760,60,214,76.0,48.49742261192856,76.0,0.0,10,2352.0,Recon-OSScan
31.6,6,87.8,0.0,0.1,0.1,0.0,0.1,0.8,0.0,0.0,8,1,1,0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3735,66,1514,373.5,602.882566416453,373.5,0.0,10,363467.3888888889,DoS-HTTP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DDoS-TCP_Flood
20.0,6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0,10,0.0,DoS-TCP_Flood
